id,section_id,title,situation,status,responsibility,position,created_at,updated_at
8cb7ceb7-f759-4b07-ac8f-694c4b366526,1cfd80eb-f93f-403f-b94a-8485d06295b7,coverplay,Pas besoin de prévenir les partenaires - juste l’écrire dans la release note – objectif de mise déploiement en MARS,🟡 en cours,,4,2026-03-23 20:34:02.56199+00,2026-03-23 20:35:38.751682+00
9da75363-e9e3-4d7c-bd8e-e29615a198b2,2ec30327-08ac-4d2a-8082-fc1a7bd6b5fd,Content Personalization,"La reprise de lecture est en cours d'analyse
  Le cadrage doit être effectué conjointement avec l'équipe Vega
  La question sur l'identifiant à utiliser reste à définir
    L'identifiant sera le même que celui fourni dans l'export du catalogue
      L'identifiant sera créé côté API par Alice
      Un appel avec Alice doit être prévu
Les recommandations dans l'univers Amazon sont à étudier
Consentement : https://groupefrancetv-my.sharepoint.com/:p:/r/personal/maximilien_borne_francetv_fr/_layouts/15/Doc.aspx?sourcedoc=%7B708AC4CE-4AE0-46A2-B1F6-AF5A2409A41E%7D&file=Consentements-Didomi.pptx&action=edit&mobileredirect=true",🔴 à faire,Maximilien,0,2026-03-31 13:13:58.517439+00,2026-03-31 14:18:33.889846+00
c568048b-b0cd-415a-94a4-9526a370084d,2ec30327-08ac-4d2a-8082-fc1a7bd6b5fd,Live TV (login obligatoire),"Aujourd'hui sur Smart TV
Historique
  Au moment de l'implémentation de Live TV sur Fire OS, le login n'était pas obligatoire
    L'évolution du login obligatoire est arrivée plus tard et l'implémentation du Live TV n'a pas été mise à jour
Aujourd'hui l'application ne remonte pas à Amazon l'information concernant le statut de connexion de l'utilisateur
  Si nous envoyons cette information, l'affichage des chaînes ne s'effectuera plus",🔴 à faire,,1,2026-03-31 13:27:07.89981+00,2026-03-31 13:34:47.355588+00
b39e62c2-2f74-49f2-a6a1-0833ef9e6752,545c9d92-1146-465f-a04e-871738954a3a,Dé-filtrer les contenus DRM sur la plateforme SFR,"Disponible en préprod depuis le 26/04
  Mise à disposition des environnements de test pour SFR
    Contenu avec DRM à ingérer en preprod
      en attente d'un retour de Pierre
      contenu à tester : Tiktok ombre chinoise 0fb5e99d-7a2a-4d72-a50d-ece4b855e6ed / 7121669",🔴 à faire,@Pierre,0,2026-03-23 20:34:02.54488+00,2026-03-26 14:33:57.236783+00
7f1a039c-8b9d-43e8-83a8-0111c5f47afb,545c9d92-1146-465f-a04e-871738954a3a,Reprise de lecture sur Okoo,Re-priorisé par l'API pour l'incrément 3,🟣 bloqué,Azedine,1,2026-03-23 20:34:02.546538+00,2026-03-26 14:35:01.285858+00
ab4c3f59-8705-4665-895b-8e98ff1293d7,545c9d92-1146-465f-a04e-871738954a3a,Mise à dispo des contenus partenaires pour Orange et SFR,"enjeu sur le tracking par rapport à la chaine rattaché au contenu
  création des chaines coté Orange et mapping a faire avec FTV
  https://francetv.atlassian.net/wiki/spaces/IPSMART/pages/432537837/Provisionning+-+Provider+ID
    voir avec Lea + API + Orange",🔴 à faire,,2,2026-03-26 14:31:25.163867+00,2026-03-26 14:33:57.272249+00
49daa083-27d5-4dff-b782-d0ff59e4cd04,545c9d92-1146-465f-a04e-871738954a3a,Authentification Orange,erreurs 403 à cadrer,🔴 à faire,,3,2026-03-26 14:37:50.915404+00,2026-03-26 14:38:01.805826+00
8be00dd8-db46-4a02-a095-5d882c07fb82,5bda469c-f771-4374-8b0a-1cbb7db13c74,Nouveau modèle technique,"API front sur laquelle se branche Videofutur va être dépréciée
Une des solutions envisagées :
    Mettre l’app android sur leurs boxs android
    Mettre l’app HTML 5 sur leur OS Linux > Maximilien doit reboucler avec Kris pour envoyer une version HTML 5 de france.tv pour tester.",🟡 en cours,@Léa @Max,0,2026-03-23 20:34:02.571494+00,2026-03-23 20:34:02.571494+00
1adad41f-a755-42fe-9e98-11d03745f40a,66b5359a-8b08-4d17-ac9d-8c2abe10f3da,Activation des deeplinks,en cours,🟡 en cours,@Responsable,0,2026-03-30 15:01:40.616651+00,2026-03-30 15:17:18.400214+00
3c1c2a91-0a38-42c8-8f45-fa009f5025c4,66b5359a-8b08-4d17-ac9d-8c2abe10f3da,Chaine Sport,,🔴 à faire,,1,2026-03-30 15:17:29.446576+00,2026-03-30 15:17:29.446576+00
15cd8a36-319e-485d-8835-2dac8864c977,688cbe56-ae7e-40bf-8d80-8a7247164f1b,Version neutre Smart TV,Une version neutre « smart TV » (préprod accessible depuis l’extérieur) – Max revient vers Jérôme,🟡 en cours,@Max,0,2026-03-23 20:34:02.563252+00,2026-03-23 20:34:02.563252+00
1d2371c1-5246-42a7-bc60-3d2e0207c73b,688cbe56-ae7e-40bf-8d80-8a7247164f1b,Samsung,"Demande d’une Smart tv Samsung 2026 > Mathilde - pas avant avril
Organisation d’un RDV au showroom de Samsung comme l’année dernière > Mathilde – pas avant avril",🟡 en cours,@Mathilde @Max,1,2026-03-23 20:34:02.563987+00,2026-03-23 20:34:02.563987+00
a22b7b99-f6ec-4e83-b004-8c3a14e026d0,688cbe56-ae7e-40bf-8d80-8a7247164f1b,LG,Icone Okoo toujours présente dans l’app SIG – voir si LG peut renvoyer cette entrée Okoo vers l’espace jeunesse de .tv ou sinon supprimer cette entrée. > relance de Mathilde,🔴 à faire,@Mathilde @Max,2,2026-03-23 20:34:02.564774+00,2026-03-23 20:34:02.564774+00
a38f2d23-ddfb-4478-9374-fd6a75186aab,688cbe56-ae7e-40bf-8d80-8a7247164f1b,Hisense/Vidaa,À compléter,🔴 à faire,@Mathilde @Max,3,2026-03-23 20:34:02.565723+00,2026-03-23 20:34:02.565723+00
0a5a565c-0552-41d4-82df-f803f70f01c1,688cbe56-ae7e-40bf-8d80-8a7247164f1b,Tracking des deeplinks,"À compléter
Action : Test à faire pour la prochaine campagne – ne fonctionne pas selon Orange",🔴 à faire,,4,2026-03-23 20:34:02.566392+00,2026-03-23 20:34:02.566392+00
a8f435fc-c9db-4278-9fe9-b2099aaea1e1,6d7540f9-3ead-4048-a739-7b3511d669be,Activation contenus dans la recherche SFR (Gaia),"L'activation est en cours.
  Un test complet doit être effectué.
    L'objectif est fixé avant la mi-décembre.
  La recette est toujours en cours côté SFR avec un objectif pour début février.
    Le système doit être testé par FTV avec le backend de FUT (GAIA) (sur connect TV) le 2/12.
    Le système n'est pas testable sur STB par FTV.
    Certains contenus remontent dans la recherche (STB8), et d'autres non.
    Certains contenus sont présents sur STB7 et pas sur STB8.
    La fenêtre de MEP est presque atteinte.
  Un problème a été identifié sur connect ou STB8
    La FIP aggrégée est en cause, et un travail est en cours côté STB7.
    Coté VF : Déploiement prévu lundi 23 mars
    Coté Pixagility : Dev à faire pour gérer la mise à jour des deeplinks des serie et des saisons, devrait être MEP le 18/03
    Rattrapage Pix : Attente d'un rodage suite au déploiement du 23 mars de la VF, pourra commencer le 30/03",🟡 en cours,SFR,0,2026-03-23 20:34:02.552903+00,2026-03-24 14:32:27.228396+00
0124c173-df10-42cd-a443-b2f874601147,7d230ea2-2d76-4156-b1db-3bf37cfe611d,Centres d'intérêts,"Redirection vers la gestion des centres d'intérêt est en cours d'implémentation.
    Une limitation technique empêche la redirection vers un deeplink iOS.
        L'équipe est en attente d'un retour de Kevin concernant l'avancement des Universal Links.
            Relancé à Antoine le 26/02",🟣 bloqué,Equipe iOS / Kévin,0,2026-03-23 20:34:02.522214+00,2026-03-23 20:34:02.522214+00
e755cc5b-5a6f-4c7b-bad6-62967dca16ca,7d230ea2-2d76-4156-b1db-3bf37cfe611d,Samsung : Recherche Vocale,"~~Design présenté le 18/02~~
    ~~Point réalisé Aurélien pour l'animation du loader~~
      ~~Présentation à faire à Dotscreen~~
      Animation à travailler avec Aurélien
      Doit passé coté Design System",🟡 en cours,Stéfania,1,2026-03-23 20:34:02.534625+00,2026-03-26 14:45:36.811832+00
c2f971f5-3bc0-4332-9131-78937c29aa67,7d230ea2-2d76-4156-b1db-3bf37cfe611d,Refonte des cards,"~~La livraison est prévue pour Q2, avec présentation avant l'incrément 3.~~
~~Un point de synchronisation entre Romain et Chloé est programmé pour la conception le mardi 10/02.~~
~~Un atelier a été prévu jeudi 26/02 avec FTV / Dotscreen~~
à présenter au Refinements",🟢 terminé,Product/DS,2,2026-03-23 20:34:02.538023+00,2026-03-26 14:45:36.834004+00
5ff39aae-e933-49fa-b91e-d95b9139d7f1,7d230ea2-2d76-4156-b1db-3bf37cfe611d,Incitation au consentement,"~~L'atelier sur le consentement a été réalisé en MarDesign~~
en attente de plus d'information",🟡 en cours,,3,2026-03-24 09:04:46.26427+00,2026-03-26 14:48:03.344429+00
08fe0fd4-c265-4197-84ce-86c11a6d855a,7fbc1a12-3616-474b-8f84-657ffd8ece69,Version 5.13.0 pour fin mars-début avril,"MEA immerssive
Coverplay
logs live cycle (bonus)",🔴 à faire,,0,2026-03-23 20:34:02.554803+00,2026-03-24 08:30:19.819694+00
0055ab90-ddb1-469a-8413-c9de4f082497,7fbc1a12-3616-474b-8f84-657ffd8ece69,Récupération de la VOD des éditeurs tiers,en attente de l'API en preprod,🔴 à faire,,1,2026-03-24 13:11:35.594929+00,2026-03-24 13:11:44.577322+00
f97591e5-b07c-4c39-abd2-822902d2a4bc,80754d52-1172-44df-9fb6-c056699ab09d,CDN Série et Doc,"~~Paramètrage fait~~
Validation du flux de test à valider par le Player
Activation des flux
  En attente d'un GO de Silvia
Mettre à jour les files",🟡 en cours,Player,0,2026-03-24 08:58:28.564827+00,2026-03-30 15:23:11.702798+00
686d84fe-6552-4c28-9cd4-28945a8eaa81,971337b2-1b16-4f24-b18c-916248abc991,CDN Série et Doc,~~Disponbilité des chaines coté Exploitation~~,🟢 terminé,@Responsable,0,2026-03-24 13:14:55.755199+00,2026-03-30 15:23:11.746105+00
bc38beb1-621c-4d82-866c-531939710d5a,a2f833fe-91df-4673-b2c6-e63d2a43d959,Mise en place des logs d'erreurs silencieuse,"Une implémentation coté Player n'est pas envisager pour le moment
  Pas pertinent car en doublon avec les données qu'on log chez nous et peu de valeur selon l'équipe Player",🟣 bloqué,@Responsable,0,2026-03-24 08:58:20.931203+00,2026-03-30 15:06:58.621506+00
d5a15d9c-0b5f-46dd-837a-d3cb9e167a08,a2f833fe-91df-4673-b2c6-e63d2a43d959,Mise en place d'une sécurisation pour ne pas lire de direct,"Constat
  Cette fonctionnalité n'a pas été implémentée aujourd'hui car le player se contente de lire ce qu'on lui demande de lire
  La mise en place est faisable mais n'a pas encore été cadrée
Il faut communiquer à Orange qu'un parcours non identifié permettrait de lire des directs qui seront bloqués par une erreur Métier
Un log d'erreur spécifique doit être mis en place sur cet écran pour pouvoir corriger le problème à la source
Si une nouvelle chaîne est ajoutée, il faudrait faire une modification côté player pour la bloquer avec un mapping
  La règle établie est la suivante : Direct et chaîne autorisés donnent un statut OK, si Direct mais chaîne non autorisée cela génère une ERREUR
",🔴 à faire,Player,1,2026-03-30 14:48:54.379395+00,2026-03-30 15:31:12.978001+00
eaf53a27-6abe-4ea8-a321-22077f1946a1,a7d84a22-640d-4243-9229-e966b7a626a1,Analyse du sujet,"Les usages possibles de cette implémentation constituent un élément clé de l'analyse.
    Une relecture de la fiche faite pour Orange doit être effectuée pour valider côté Benois.
    Les cas d'usages sont définis comme suit
        Les publicités personnalisées constituent un cas d'usage majeur
            La collecte de données permet à FTP de faire de la personnalisation avec Freewheel.
        MediaRythmics permet de faire de la réconciliation avec les différents IDs
            L'usage de multiples IDs permet d'identifier plus précisément un utilisateur.
            Le périmètre concerné comprend uniquement ceux où le public ID existe, donc pas Orange.
            Cette approche permet de faire du ciblage plus précis pour tout le monde (hors Orange) CRM/Pub etc.
            L'insight correspond à la connaissance du public activable.
        Un cas d'usage spécifique pour FTV sera défini.
Les éventuels conflits avec les dispositifs déjà en place chez les FAIs doivent être analysés.
    Chez FAI Orange, Orange crée les segments et les envoie à Freewheel.
        L'application Orange TV fonctionne selon le principe suivant : pour les fans de sport, Orange regarde qui regarde du sport, il crée un segment, et ils l'envoient sur le compte Freewheel de FTP, sous forme d'ID BOX et FTP rémunère Orange pour ce qui a été généré (cela coûte cher à FTP/freewheel).
            Orange effectue le ciblage aujourd'hui.
        L'application FTV utilise un segment créé par FTP, avec utilisation des ID box orange pour la segmentation côté FTP / Freewheel.
        FTV pourrait le faire chez les FAI avec MICS, créer les segments et les envoyer directement à Freewheel.
        Une volonté de FTV existe pour faire son segment pour freewheel, mais aucun intérêt n'est présent pour Orange car FTV paye Orange sur ce qui a été généré.
        La question se pose de savoir si freewheel peut utiliser l'adsID Orange pour faire de la pub ciblée, sans que cela soit rattaché au public ID.
    Chez FAI SFR, le cas d'usage Pub personnalisé et réconciliation est concerné.
        L'application SFR fonctionne selon le même mode que Orange avec l'ID de la box SFR qui est envoyé.
        L'application FTV utilise l'ID de la BOX SFR (AdsID) avec utilisation du public_id et de
            Le segment est fait par FTV si c'est par public_id.
            L'utilisation de la navigation sur les environnements web et app est nécessaire car il n'y a pas de collecte sur l'environnement TV (pas encore).
            Si un utilisateur est uniquement utilisateur de l'application FTV SFR, FTV ne collecte rien via Mediarymthics.
    Chez FAI FREE, aucune publicité personnalisée n'est mise en place.
        La réconciliation reste possible.
        La mise en place du plan de marquage peut être envisagée pour la réconciliation, donc juste la collecte de donnée
            Une validation avec Lea par rapport au conflit doit être effectuée.
L'utilisation des différents identifiants varie en fonction des méthodes d'authentification des utilisateurs.
    L'utilisation du publicID sur les smartTV est effective.
    Un ID technique est créé par Mics pour les différents environnements (utilisation de cette ID pour les types STB) https://francetv.atlassian.net/wiki/spaces/DATA/pages/1605861448/Liste+des+environnements+TV+-+MICS
    L'ID ads sera ajouté par MICS.
        Rafik va transmettre le tableau de mapping.
        Le public_id ne doit pas être obligatoire pour les FAI.
    L'utilisation d'un Ads ID est définie.
    Aucun email ni log FTV n'existe sur Orange.
  L'utilisation du ADSID est validée pour du ciblage publicitaire.
  Les données data de TF1 etc sont récupérées si on utilise les segments d'Orange.
    Orange nous transmet la consommation linéaire de la box.
      Grace à cela on utilise et on met les bons segments.
    Rien n'est tracké sur l'environnement France TV.
    Le tracking Linéaire et les données app FTV sont possibles.
    Les données foyers sont possibles, le contractant de la box grâce à Orange et les données utilisateur de France TV, avec les profils, multi profil, enfant.
  Cela est intéressant uniquement si on a le login FTV car on bénéficie des données des autres frontaux.
  Une négociation Orange est en cours, sur le login FTV.
  L'utilisation des segments Orange et FTV est envisagée.
    La validation de l'utilisation de l'ID Orange et des Consentements doit être effectuée.
    Le consentement est collecté par Orange (pas de TCF).
      Le fait d'être bloquant sans TCF pose problème.
    La collecte est basée sur le consentement.
    Pour la publicité ciblée, le consentement est obligatoire.
      Freewheel aujourd'hui c'est Orange qui le gère avec ses propres segments selon Benoit.
  L'usage de MICS sans log est questionné.
    La durée de vie de l'ID box Orange Pub doit être définie.
    Si l'utilisateur change ou refuse, son ID change.
  Le même plan de marquage que pour connect FTV et non FTV est appliqué avec l'ID Orange et Public ID.
    Un cadrage SFR doit être effectué.
    Un champ spécifique pour le consentement doit être défini.",🟡 en cours,@Responsable,0,2026-03-23 20:34:02.548036+00,2026-03-31 07:30:29.436554+00
6d223f77-0ff3-47df-b478-27ccc8ee1c7e,aa1e5f3a-8404-4796-b943-96cee03429d1,Splashscreen,"À cadrer avec Orange
  Le son est-il disponible ou pas ?
  Qui est le contact Orange ?
Le ticket est en cours de cadrage",🟡 en cours,Orange,0,2026-03-24 08:58:17.725434+00,2026-03-30 15:31:13.000245+00
4a203717-067d-4ed8-a802-64946d95895a,aa1e5f3a-8404-4796-b943-96cee03429d1,Performances,"Les tests de performance doivent être ajoutés aux livrables
  Le sujet doit être cadré avec Dotscreen
Les attentes précises d'Orange concernant les scénarios doivent être validées avec eux
  Orange devrait effectuer cette validation
  L'application consomme 400 Mo sur la chaîne sport alors que nous sommes censés avoir 250 Mo de mémoire sur toute l'application
    Un contrôle de la mémoire doit être effectué sur l'application",🔴 à faire,Produit et Orange,1,2026-03-25 09:21:04.270818+00,2026-03-30 15:31:13.025153+00
a40a2b7c-46dd-4122-af57-efb9687a2e42,aa1e5f3a-8404-4796-b943-96cee03429d1,Mise à jour de l'authentification,"Orange a détecté une modification du comportement lors des changements d'offre de certains clients Orange. Dans certains cas, ces clients changent d'identifiant interne Orange et le mode de fonctionnement actuel de gestion du refresh token impacte durablement ces clients.
  Déclencheur : Changement d'offre client (passage fibre, Sosh, etc.)
  Conséquence : Changement d'identifiant interne Orange pour l'utilisateur
  Symptôme : Récupération d'un code 403 (usage du service TV non autorisé) lors de l'appel du service user-data
  Cause racine : L'utilisation du refresh token conserve l'ancien identifiant Orange stocké dans le token (pas d'authentification complète)
Comportement attendu (correction)
  Détection d'un code 403 sur l'appel user-data
  Identification du cas ""changement d'identifiant Orange""
  Déclenchement automatique d'une authentification FULL
  Récupération d'un nouveau token avec le nouvel identifiant Orange
  Rétablissement de l'accès aux services TV",🟡 en cours,Maximilien,2,2026-03-25 09:21:12.658797+00,2026-03-30 15:31:13.046938+00
2548df1c-1822-4767-82c5-322c7f754fef,aa1e5f3a-8404-4796-b943-96cee03429d1,MICS,En attente de la négociation contractual,🔴 à faire,Lea,3,2026-03-25 09:22:54.295428+00,2026-03-30 15:31:13.068806+00
9aaefd9b-8b2a-40d4-bda5-a8bce4e8134d,aa1e5f3a-8404-4796-b943-96cee03429d1,Mode dégradé,Présenté à Dotscreen le le 31/03,🔴 à faire,Alexandre,4,2026-03-25 09:23:03.29055+00,2026-03-30 15:31:13.091797+00
37a2589a-54b1-4a5d-891f-85a13149220d,aa1e5f3a-8404-4796-b943-96cee03429d1,Controle Parental,"~~Documentation recu de la part d'Orange~~
~~Création des identifiants pour l'accès au Wiki fait par Orange~~
Cadrage à faire",🔴 à faire,Alexandre et Maximilien,5,2026-03-25 09:23:12.353583+00,2026-03-30 15:31:13.113791+00
79126475-2593-4cb6-b93e-4947474512a9,aa1e5f3a-8404-4796-b943-96cee03429d1,Mise en place des logs d'erreurs silencieuse,"~~Documentation récu~~
Cadrage à faire",🔴 à faire,Alexandre,6,2026-03-25 09:23:38.305469+00,2026-03-30 15:31:13.135102+00
6ae1055e-0b87-4fbd-897c-3187cf5b6808,aa1e5f3a-8404-4796-b943-96cee03429d1,Data Nielsen sur du direct france-2,"https://orange.france.tv/?universe=france-2&action=play est fonctionnel mais ne doit pas être utilisé dans l'écosystème Orange
  Une désactivation doit être effectuée côté Dotscreen
  Un mail doit être envoyé pour comprendre ce qui aurait pu être mis en avant
Un correctif côté Player doit être réalisé",🔴 à faire,Dotscreen et Player,7,2026-03-25 15:45:06.839189+00,2026-03-30 15:31:13.158343+00
884ba6fd-cb5a-4a14-8fb9-696f3b64b4c4,bb52153d-1db0-42b8-9dd5-8e2a98f5af8e,MICS,À compléter,🟡 en cours,@Responsable,0,2026-03-24 08:58:03.584545+00,2026-03-25 09:23:52.037922+00
eff3fb03-6c24-4dae-99db-86d5c5db462f,bb52153d-1db0-42b8-9dd5-8e2a98f5af8e,CND Série et doc,à définir,🔴 à faire,,1,2026-03-25 09:20:24.422527+00,2026-03-30 14:45:22.110234+00
11926fed-659c-4e03-8cb4-940165a8b484,bc802fae-9884-40d0-a28d-8dc30e44c0ca,Maxwell - Intégration conso (REPLAY) + erreur,"Logs des Erreurs
    Free
      en cours
    STB3+
      à faire
    SFR
      à faire
Cible Q2 en production
    Recette conjointe avant de mettre en production (avec l'équipe DATA - David Hasenpouth)",🟡 en cours,,0,2026-03-23 20:34:02.540563+00,2026-03-26 14:09:06.415946+00
74b74819-1528-4899-821d-a282d5ec5884,bc802fae-9884-40d0-a28d-8dc30e44c0ca,AdPause,"~~VOD~~
    ~~Free en prod~~
    ~~STB 3 (analyse de faisabilité technique de l'intégration de ce format publicitaire)~~
      Estimation à 10j de dev, ticket à priorisé en INC3
    ~~Kepler (En cours de développement : livraison cible 1.6.0 d'ici le 27/02/2026) - 1.6.1 attendue pour mardi 10/03~~
      Sera déployé le 13/04 en production
Direct
    Kepler (à faire quand Timeshfiting sera dispo) : non priorisé sur le PI2 du au manque de ressources de développement",🟡 en cours,Alexandre,1,2026-03-23 20:34:02.541384+00,2026-03-26 14:09:06.44702+00
5d99e1e8-c67c-474f-852e-225e13de83cd,bc802fae-9884-40d0-a28d-8dc30e44c0ca,Décompte midroll : prévu dans le prochain incrément.,"Le travail doit être réalisé sur les plateformes suivantes :
    ~~Free : https://francetv.atlassian.net/browse/TVFREE-2010~~
      MEP prévu le 07/04
    ~~SBT3 : https://francetv.atlassian.net/browse/TVORA-700~~
      MEP prévu le 07/04
    ~~Fire TV :https://francetv.atlassian.net/browse/TVFIRE-1218~~
      Sera déployé le 13/04 en production",🟡 en cours,Alexandre/Christelle,2,2026-03-23 20:34:02.54221+00,2026-03-26 14:13:13.967167+00
07bbe7dc-af14-42c7-be75-92f0a7a39014,bc802fae-9884-40d0-a28d-8dc30e44c0ca,[Orange STB3] Identification de l'espace de consommation vidéo : ajout de la propriété journey dans le PDM Piano,"Ticket à faire : récupérer la propriété ""journey"" de K7 pour envoyer cette valeur dans les hits player pour STB3
  Récupération des tickets dans le board des évolutions transveres player coté Silvia",🔴 à faire,@Christelle @Alexandre,3,2026-03-23 20:34:02.542954+00,2026-03-26 14:13:25.317527+00
e4a50ed9-b4fc-422f-94cb-526e755ba246,bc802fae-9884-40d0-a28d-8dc30e44c0ca,"Tracking Piano Free, STB3 et Kepler","Ajout d'une propriété dans l'implémentation Piano pour identifier le n° version du marquage. Ajout d'une propriété dans l'implémentation Piano pour identifier le n° version du marquage piano
    Un état des lieux du tracking actuel est en attente pour définir le bon numéro de version
Une relance doit être effectuée auprès de Silvia pour récupérer les informations
    Le fichier a été transmis par Silvia à Christelle et Alex pour validation et est disponible sur slack Player TV
        Attention plan de refonte du PDM à venir donc plus on attend pour la doc moins ça aura de sens",🟡 en cours,Christelle / Alexandre,4,2026-03-23 20:34:02.538778+00,2026-03-26 14:45:59.28519+00
3e3d5d90-e656-476a-af2e-9b95351e15df,bc802fae-9884-40d0-a28d-8dc30e44c0ca,[Free et ST3] évolution du marquage Piano - utilisation de K7 pour les évenements player,à voir avec dotscreen,🔴 à faire,,5,2026-03-26 14:15:01.535771+00,2026-03-26 14:45:59.284525+00
3ae15e8d-de53-4e83-97a0-86f126741e16,cbb25a69-f24a-4ad2-b216-036cb669be54,Liste des versions,"Livraison FAI le 25/03 - version 1.5.0 (avec player 5.159.0)
Release Note
  Ajout d'un deeplink vers les datas sportives
  [espace jeunesse] Ajout tracking sur les vignettes non adaptées à l'âge sélectionné
  Coverplay : Nouveau format de pub (image ou vidéo) sur la HP en lieu et place de la mea immersive
  Evolution de la gestion de la MEA immersive - slider Notre sélection avec le changement côté API
  Mise en place le tracking piano sur le message d'erreur : ""L'application n'est pas disponible actuellement""
  Correctifs anomalies (tracking, ...)",🟡 en cours,FTV,0,2026-03-23 20:34:02.5542+00,2026-03-24 14:54:23.761825+00
148d621d-f24d-45a4-8e55-f1209b8e88f2,cbb25a69-f24a-4ad2-b216-036cb669be54,Récupération de la VOD des éditeurs tiers,"en attente de l'API en preprod
",🔴 à faire,,1,2026-03-24 13:11:10.412868+00,2026-03-24 13:11:44.542695+00
